squirrel_id,grid,locx,locy,year,sex,survived,survived2,survived3,all_litters_fit,mast,social_survival,social_survival2,social_survival3,social_repro,age,std_soc_repro,std_soc_surv,std_soc_surv2,std_soc_surv3
6362,KL,-7,7,2003,F,1,0,0.5,1,n,3.022727273,-2.117588933,0.45256917,0.436758893,2,-1.353344416,-1.288316856,1.107137671,-0.99769872
6392,KL,-6,12,2003,F,1,0,0.5,0,n,4.037549407,-2.160079051,0.938735178,0.516798419,2,-1.134476915,-0.768703448,1.045528505,-0.444169881
6532,KL,-8.5,11,2003,F,1,0,0.5,0,n,2.664031621,-1.574110672,0.544960474,0.48715415,5,-1.215538953,-1.471977681,1.895161876,-0.892505739
6538,KL,-5.5,11.5,2003,F,1,0,0.5,0,n,4.361660079,-2.374505929,0.993577075,0.571146245,1,-0.985863181,-0.602750967,0.734617137,-0.381729127
7115,KL,-5,9,2003,F,1,0,0.5,0,n,4.375494071,-2.781620553,0.796936759,0.865612648,1,-0.180646945,-0.595667629,0.144315368,-0.605615792
5666,SU,19,7.9,2003,M,0,-1,-0.5,,n,3.619565217,-0.891304348,1.364130435,1.786561265,8,0.584279965,-0.784590043,1.504138514,0.517445208
5682,SU,7.5,1.2,2003,F,0,-1,-0.5,0,n,4.808300395,-1.793478261,1.507411067,1.437747036,5,0.042014084,0.297551422,0.495277473,0.824314555
5696,SU,7.2,11.2,2003,F,0,-1,-0.5,1,n,5.89229249,-2.804347826,1.543972332,0.865612648,6,-0.847424852,1.284342101,-0.635133091,0.902619147
5724,SU,2.3,9.5,2003,F,0,-1,-0.5,0,n,5.245059289,-3.962450593,0.641304348,1.056324111,3,-0.550945207,0.695146208,-1.930188009,-1.030657736
5725,SU,12.5,8.5,2003,F,0,-1,-0.5,0,n,5.190711462,-1.483201581,1.853754941,2.016798419,5,0.942206169,0.645671744,0.842246112,1.566091837
5749,SU,4.1,14.8,2003,F,0,-1,-0.5,0,n,5.551383399,-2.631422925,1.459980237,0.98715415,5,-0.658476684,0.97400228,-0.44175885,0.722730219
5751,SU,2.2,7.6,2003,F,0,-1,-0.5,0,n,5.624505929,-2.924901186,1.349802372,1.127470356,2,-0.440341401,1.040567922,-0.769942562,0.486758274
5751,SU,2.2,7.6,2003,F,0,-1,-0.5,0,n,5.624505929,-2.924901186,1.349802372,1.127470356,2,-0.440341401,1.040567922,-0.769942562,0.486758274
5757,SU,4.4,17.1,2003,M,0,-1,-0.5,,n,4.246047431,-2.443675889,0.901185771,0.918972332,6,-0.764471998,-0.214284399,-0.231809674,-0.474060232
5758,SU,19,4,2003,M,0,-1,-0.5,,n,4.150197628,-1.019762846,1.565217391,3.010869565,2,2.48758712,-0.301539364,1.360489078,0.948120463
5766,SU,6,12.1,2003,F,0,-1,-0.5,0,n,5.558300395,-3.052371542,1.252964427,1.531620553,1,0.187949661,0.98029903,-0.912487003,0.279356922
5796,SU,3.1,9.3,2003,M,0,-1,-0.5,,n,5.758893281,-4.044466403,0.857213439,1.101778656,5,-0.480281664,1.16290478,-2.021902649,-0.568237376
5803,SU,2,3,2003,M,0,-1,-0.5,,n,5.923913043,-2.211462451,1.856225296,1.484189723,4,0.114213791,1.313127244,0.027864307,1.571382688
5807,SU,15.9,3,2003,M,0,-1,-0.5,,n,5.0256917,-1.17687747,1.924407115,2.451581028,4,1.618118315,0.495449279,1.184794768,1.71741017
5820,SU,2.8,18.1,2003,M,0,-1,-0.5,,n,3.785573123,-2.397233202,0.69416996,1.266798419,6,-0.223742282,-0.633468042,-0.179874878,-0.917433529
5856,SU,1.2,19,2003,F,0,-1,-0.5,1,n,3.877470356,-1.756916996,1.06027668,0.75,5,-1.027156036,-0.549811221,0.536162313,-0.13332944
5857,SU,5.3,1.5,2003,M,0,-1,-0.5,,n,5.483201581,-2.074110672,1.704545455,1.192687747,6,-0.338954579,0.911934315,0.181458705,1.246524449
5859,SU,4,9,2003,M,1,0,0.5,,n,5.023715415,-4.587944664,0.217885375,1.190711462,5,-0.342026907,0.493650208,-2.629650265,-1.937509563
5892,SU,11.4,15,2003,M,1,0,0.5,,n,3.557312253,-1.433794466,1.061758893,0.774703557,6,-0.988751937,-0.841260793,0.897495895,-0.13015493
5898,SU,8.5,12,2003,M,1,0,0.5,,n,5.112648221,-3.005928854,1.053359684,1.609683794,6,0.309306615,0.574608422,-0.860552207,-0.148143822
5924,SU,0.5,18.5,2003,F,1,0,0.5,0,n,3.144268775,-2.596837945,0.273715415,1.87944664,1,0.728679378,-1.217266721,-0.403084002,-1.817936335
5957,SU,17,8.9,2003,F,1,0,0.5,0,n,3.535573123,-1.619565217,0.958003953,1.625494071,1,0.333885238,-0.861050578,0.68975671,-0.352370663
5995,SU,11,6.5,2003,M,1,0,0.5,,n,5.442687747,-2.173913043,1.634387352,2.461462451,5,1.633479954,0.875053351,0.069854143,1.096264286
6050,SU,7.2,5.5,2003,M,1,0,0.5,,n,5.458498024,-2.52173913,1.468379447,1.568181818,5,0.244787728,0.889445922,-0.319104331,0.740719112
6056,SU,2.5,1.2,2003,M,1,0,0.5,,n,4.037549407,-2.753952569,0.641798419,1.281620553,5,-0.200699822,-0.404086435,-0.578778312,-1.029599566
6058,SU,6.3,16,2003,M,1,0,0.5,,n,4.166007905,-2.718379447,0.723814229,0.84486166,5,-0.879684296,-0.287146792,-0.538998468,-0.853943319
6063,SU,18.5,2,2003,M,1,0,0.5,,n,3.009881423,-1.520750988,0.744565217,2.414031621,5,1.559744084,-1.339603578,0.800256276,-0.809500173
6069,SU,11.3,11.8,2003,M,1,0,0.5,,n,4.429841897,-1.929841897,1.25,1.209486166,5,-0.312839792,-0.046970757,0.342788072,0.273007901
6091,SU,0.5,3,2003,M,1,0,0.5,,n,4.195652174,-2.876482213,0.65958498,2.100790514,2,1.072780106,-0.260160721,-0.715797775,-0.99150544
6166,SU,1.8,5.7,2003,M,1,0,0.5,,n,4.992094862,-3.672924901,0.65958498,1.32312253,5,-0.136180936,0.464865065,-1.60642428,-0.99150544
6170,SU,8.6,8.8,2003,M,1,0,0.5,,n,5.225296443,-2.660079051,1.282608696,1.638339921,2,0.35385537,0.677155494,-0.473803724,0.342847132
6232,SU,3.7,6.4,2003,M,1,0,0.5,,n,5.527667984,-3.828063241,0.849802372,1.222332016,1,-0.29286966,0.952413422,-1.779908599,-0.584109928
6338,SU,4.5,2.4,2003,F,1,0,0.5,0,n,5.390316206,-3.159090909,1.115612648,1.230237154,1,-0.280580349,0.827377958,-1.031826534,-0.014814382
6347,SU,13.1,2,2003,F,1,0,0.5,0,n,4.555335968,-1.614624506,1.470355731,2.448616601,1,1.613509823,0.067270279,0.695281688,0.744951793
6348,SU,10.5,4.2,2003,F,1,0,0.5,1,n,5.601778656,-1.958498024,1.821640316,1.82312253,3,0.641118032,1.019878601,0.310743197,1.497310777
6458,SU,14,5.5,2003,F,1,0,0.5,3,n,5.2243083,-1.911067194,1.656620553,1.16798419,1,-0.377358678,0.676255958,0.363782989,1.143881943
6495,SU,13,4.5,2003,F,1,0,0.5,0,n,5.608695652,-1.835968379,1.886363636,3.807312253,5,3.725735277,1.026175351,0.44776266,1.635931068
6506,SU,20.1,3,2003,F,1,0,0.5,2,n,2.799407115,-1.538537549,0.630434783,1.081027668,5,-0.512541108,-1.531204686,0.780366355,-1.05393748
6508,SU,7.5,14.5,2003,F,1,0,0.5,0,n,5.011857708,-2.60770751,1.202075099,1.019762846,5,-0.607783274,0.482855779,-0.415238954,0.170365396
6510,SU,5.1,3.4,2003,M,1,0,0.5,,n,5.829051383,-3.028656126,1.400197628,1.325098814,3,-0.133108608,1.226771815,-0.885967107,0.59469163
6834,SU,15.6,4,2003,F,1,0,0.5,0,n,4.406126482,-2.261857708,1.072134387,2.919960474,5,2.346260035,-0.068559614,-0.028490472,-0.107933356
6841,SU,9.3,2.3,2003,M,1,0,0.5,,n,4.849802372,-2.131422925,1.359189723,2.07312253,1,1.029767515,0.335331922,0.117368956,0.506863507
7247,SU,3.4,4,2003,M,1,0,0.5,,n,5.79743083,-3.216403162,1.290513834,1.302371542,3,-0.168440379,1.197986672,-1.095916283,0.359777854
7278,SU,11.3,1,2003,F,1,0,0.5,1,n,4.281620553,-1.545454545,1.368083004,1.45256917,1,0.065056544,-0.181901114,0.772631385,0.52591057
7385,SU,17.1,10.8,2003,M,1,0,0.5,,n,3.043478261,-1.249011858,0.897233202,1.151185771,2,-0.403473466,-1.309019364,1.104130084,-0.482525593
7575,SU,3.2,11.9,2003,M,1,0,0.5,,n,4.674901186,-3.58201581,0.546442688,1.052371542,1,-0.557089863,0.176114101,-1.504764679,-1.233826407
7643,SU,9,14.5,2003,F,1,0,0.5,0,n,4.79743083,-2.079051383,1.359189723,0.925889328,1,-0.75371885,0.287656529,0.175933726,0.506863507
7768,SU,20.1,6,2003,F,1,0,0.5,1,n,2.696640316,-1.602766798,0.546936759,1.523715415,2,0.17566035,-1.6247564,0.708541636,-1.232768237
5586,SU,-3,6,2003,F,0,-1,-0.5,0,n,3.195652174,-1.489130435,0.85326087,1.156126482,6,-0.395792646,-1.170490864,0.835616138,-0.576702737
5651,SU,0,0,2003,F,0,-1,-0.5,0,n,3.168972332,-1.37055336,0.899209486,1.516798419,1,0.164907202,-1.194778328,0.968215617,-0.478292912
5959,SU,26,8,2003,F,1,0,0.5,0,n,0.889328063,-0.365612648,0.261857708,0.613636364,5,-1.239146664,-3.270007222,2.091996208,-1.843332419
6342,SU,-2.5,16,2003,F,1,0,0.5,0,n,4.738142292,-1.391304348,1.673418972,1.017786561,5,-0.610855601,0.233684386,0.945010708,1.179859729
6373,SU,-3.5,17.5,2003,F,1,0,0.5,0,n,3.958498024,-1.104743083,1.42687747,1.248023715,4,-0.252929397,-0.476049292,1.265459451,0.651832819
6398,SU,-1.5,2.5,2003,F,1,0,0.5,3,n,3.063241107,-2.063241107,0.5,0.235177866,1,-1.827497463,-1.29102865,0.193613657,-1.333294402
6502,SU,-5,5,2003,F,1,0,0.5,0,n,1.845849802,-1.57312253,0.136363636,0.962450593,5,-0.696880784,-2.39925665,0.741691506,-2.11210764
6526,SU,-3,15.5,2003,F,1,0,0.5,0,n,4.503952569,-1.334980237,1.584486166,0.919960474,5,-0.762935834,0.020494422,1.007995461,0.9893891
6569,SU,2.5,15,2003,F,1,0,0.5,0,n,4.684782609,-3.17687747,0.753952569,0.982213439,1,-0.666157504,0.185109458,-1.051716456,-0.789394939
7068,SU,-3,16.5,2003,F,1,0,0.5,0,n,4.837944664,-1.261857708,1.788043478,1.06916996,4,-0.530975075,0.324537494,1.08976514,1.425355206
7553,SU,2.5,15,2003,F,1,0,0.5,0,n,4.684782609,-3.17687747,0.753952569,0.982213439,1,-0.666157504,0.185109458,-1.051716456,-0.789394939
8513,SU,-2.5,20,2003,F,1,0,0.5,2,n,2.522727273,-1.059288538,0.731719368,0.377470356,1,-1.606289852,-1.783074686,1.316289252,-0.837012597
5923,KL,10.5,0.3,2004,M,0,-1,-0.5,,n,2.798418972,-1.746047431,0.526185771,1.911067194,3,-0.433235309,-0.813135589,0.730856955,-0.272780209
5935,KL,15,10.5,2004,M,0,-1,-0.5,,n,3.845849802,-1.274703557,1.285573123,1.935770751,1,-0.406619879,0.163592789,1.256883402,1.635390104
5940,KL,7,3.5,2004,F,0,-1,-0.5,0,n,4.309288538,-2.598814229,0.855237154,2.438735178,6,0.135270257,0.595749024,-0.220842885,0.55405221
5941,KL,6,18.6,2004,M,0,-1,-0.5,,n,2.726284585,-1.220355731,0.752964427,2.214426877,7,-0.106397839,-0.880400846,1.317536347,0.297063756
5952,KL,0,4.7,2004,F,0,-1,-0.5,0,n,4.852766798,-2.617588933,1.117588933,4.623517787,2,2.489138806,1.102542051,-0.241795721,1.213283464
5977,KL,7.1,10.5,2004,M,0,-1,-0.5,,n,4.684782609,-2.769762846,0.957509881,2.095849802,3,-0.234151899,0.945896934,-0.411623966,0.811040665
5986,KL,4.5,5.6,2004,F,0,-1,-0.5,0,n,5.551383399,-2.936758893,1.307312253,2.794466403,2,0.518532436,1.754001451,-0.597993923,1.690015669
6002,KL,4.9,10.9,2004,F,0,-1,-0.5,0,n,4.566205534,-2.821146245,0.872529644,2.382411067,2,0.074587078,0.83532391,-0.468968568,0.597504365
6035,KL,2,7.5,2004,M,0,-1,-0.5,,n,6.078063241,-3.200592885,1.438735178,3.793478261,6,1.594860388,2.245129965,-0.892436399,2.020252041
6040,KL,15.5,2,2004,M,0,-1,-0.5,,n,1.884387352,-1.925889328,-0.020750988,3.587944664,5,1.373420018,-1.665469316,0.530150847,-1.647109771
6041,KL,6,0.7,2004,F,0,-1,-0.5,2,n,3.380434783,-1.988142292,0.696146245,1.298418972,7,-1.09329795,-0.27040633,0.460675656,0.154292392
6046,KL,11,7.5,2004,M,0,-1,-0.5,,n,4.442687747,-2.583992095,0.929347826,1.931818182,1,-0.410878348,0.720143676,-0.204301173,0.740275728
6051,KL,10.2,9,2004,M,0,-1,-0.5,,n,4.83201581,-2.688735178,1.071640316,1.87944664,1,-0.467303058,1.083191772,-0.321195939,1.097824883
6052,KL,0.4,12,2004,M,0,-1,-0.5,,n,4.603754941,-2.371541502,1.116106719,3.59486166,2,1.380872338,0.870338701,0.032796701,1.209558993
6057,KL,15,1,2004,F,0,-1,-0.5,3,n,1.850790514,-1.931818182,-0.040513834,0.675889328,2,-1.764006763,-1.696798339,0.523534162,-1.696769376
6071,KL,3.6,16.9,2004,F,0,-1,-0.5,2,n,2.862648221,-1.546442688,0.658102767,1.207509881,6,-1.191242729,-0.753241868,0.953618679,0.058697653
6120,KL,9.4,15.7,2004,M,1,0,0.5,,n,2.789525692,-1.652173913,0.568675889,1.82312253,2,-0.527986236,-0.821428566,0.835621132,-0.166012059
6236,KL,1.1,10.5,2004,F,1,0,0.5,1,n,4.531620553,-3.639328063,0.446146245,3.253952569,3,1.013579417,0.803073444,-1.38207108,-0.473901608
6272,KL,13.6,12.4,2004,F,1,0,0.5,1,n,3.343873518,-1.824110672,0.759881423,1.785573123,2,-0.568441688,-0.304499679,0.643737271,0.314444617
6312,KL,2.6,10.5,2004,M,1,0,0.5,,n,4.640316206,-3.514822134,0.562747036,3.356719368,2,1.124299602,0.90443205,-1.243120697,-0.18090994
6343,KL,1,8,2004,M,1,0,0.5,,n,4.677865613,-4.334980237,0.171442688,4.123517787,2,1.950442521,0.939446841,-2.158428771,-1.164170115
6383,KL,8.8,10.9,2004,F,1,0,0.5,0,n,4.327075099,-3.210474308,0.558300395,1.962450593,1,-0.377875216,0.612334978,-0.903464208,-0.192083351
6390,KL,6.5,20.5,2004,F,1,0,0.5,1,n,1.684782609,-1.407114625,0.138833992,1.016798419,2,-1.396713842,-1.851600573,1.109110773,-1.246108462
6411,KL,4,7,2004,M,1,0,0.5,,n,4.862648221,-3.96541502,0.448616601,2.936758893,3,0.671837307,1.11175647,-1.745988747,-0.467694158
6424,KL,15.4,6.4,2004,F,1,0,0.5,1,n,2.162055336,-1.833003953,0.164525692,1.324110672,1,-1.065617904,-1.406544152,0.633812244,-1.181550976
6500,KL,13.7,14.9,2004,F,1,0,0.5,2,n,2.539525692,-1.220355731,0.65958498,1.112648221,1,-1.293445977,-1.054553359,1.317536347,0.062422123
6501,KL,12.5,0.9,2004,F,1,0,0.5,0,n,1.84486166,-2.486166008,-0.320652174,2.333003953,3,0.02135622,-1.702326991,-0.095125873,-2.400694273
6509,KL,11.6,10.5,2004,M,1,0,0.5,,n,4.143280632,-2.701581028,0.720849802,2.046442688,2,-0.287382757,0.440946791,-0.33553209,0.216366898
6519,KL,2.3,13.7,2004,M,1,0,0.5,,n,3.661067194,-2.624505929,0.518280632,2.602766798,2,0.311996706,-0.00871684,-0.249515186,-0.292644051
6523,KL,9.1,2.6,2004,M,1,0,0.5,,n,3.127470356,-2.89229249,0.117588933,2.114624506,3,-0.213924173,-0.506295448,-0.548368786,-1.299492538
6529,KL,11,6.2,2004,F,1,0,0.5,0,n,3.266798419,-3.226284585,0.020256917,1.945652174,1,-0.395973708,-0.376372145,-0.921108701,-1.544066091
6617,KL,1.3,3.5,2004,F,1,0,0.5,1,n,4.064229249,-2.990118577,0.537055336,2.982213439,3,0.720809697,0.367231441,-0.657544087,-0.245467426
6631,KL,1,15,2004,M,1,0,0.5,,n,3.061264822,-2.173913043,0.443675889,2.321146245,4,0.008580814,-0.568032053,0.253352864,-0.480109059
6770,KL,2.4,5.5,2004,M,1,0,0.5,,n,5.110671937,-3.759881423,0.675395257,4.175889328,6,2.006867231,1.343038378,-1.516610339,0.102149807
6803,KL,10.1,11,2004,M,1,0,0.5,,n,4.522727273,-2.861660079,0.830533597,1.973320158,4,-0.366164427,0.794780468,-0.514182581,0.491977704
6868,KL,9.6,20.3,2004,F,1,0,0.5,0,n,1.673913043,-0.923913043,0.375,1.287549407,1,-1.105008739,-1.861736434,1.64837059,-0.652676185
7166,KL,7.3,1.5,2004,M,1,0,0.5,,n,2.948616601,-3.185770751,-0.118577075,2.947628458,6,0.683548096,-0.673076426,-0.875894687,-1.892924814
7609,KL,1,5.5,2004,F,1,0,0.5,2,n,4.799407115,-3.92687747,0.436264822,2.790513834,3,0.514273967,1.05278419,-1.702980296,-0.498731411
7827,KL,6,6.5,2004,F,1,0,0.5,0,n,4.290513834,-3.659090909,0.315711462,2.391304348,2,0.084168633,0.578241629,-1.404126696,-0.801655
7897,KL,3,2.5,2004,M,1,0,0.5,,n,3.605731225,-2.666996047,0.469367589,3.024703557,1,0.766588235,-0.060317585,-0.296934761,-0.415551573
5908,KL,-0.5,7.5,2004,F,0,-1,-0.5,0,n,4.852766798,-3.052371542,0.900197628,4.308300395,1,2.14952593,1.102542051,-0.727019278,0.667027811
6055,KL,-1,10,2004,F,0,-1,-0.5,3,n,4.407114625,-2.597826087,0.904644269,2.109683794,2,-0.219247259,0.686971769,-0.219740104,0.678201222
6072,KL,-2.5,5.5,2004,F,0,-1,-0.5,2,n,3.497035573,-2.147233202,0.674901186,2.157114625,6,-0.168145635,-0.16167619,0.283127946,0.100908317
6359,KL,-7,7,2004,F,1,0,0.5,0,n,3.112648221,-1.130434783,0.991106719,1.473320158,1,-0.904860712,-0.520117076,1.4178894,0.895461993
6362,KL,-7,7,2004,F,1,0,0.5,0,n,3.112648221,-1.130434783,0.991106719,1.473320158,3,-0.904860712,-0.520117076,1.4178894,0.895461993
6392,KL,-6,12,2004,F,1,0,0.5,0,n,3.380434783,-1.124505929,1.127964427,1.435770751,3,-0.945316164,-0.27040633,1.424506085,1.239354756
6408,KL,15,10.5,2004,F,1,0,0.5,0,n,2.845849802,-2.274703557,0.285573123,1.935770751,1,-0.406619879,-0.76890638,0.140869221,-0.877385897
6532,KL,-8.5,11,2004,F,1,0,0.5,0,n,2.333003953,-0.746047431,0.793478261,0.988142292,6,-1.427587739,-1.247134709,1.846871136,0.398865945
6538,KL,-5.5,11.5,2004,F,1,0,0.5,0,n,3.57312253,-1.288537549,1.14229249,1.651185771,2,-0.713229623,-0.090725166,1.241444471,1.27535797
7115,KL,-5,9,2004,F,1,0,0.5,0,n,3.456521739,-1.651185771,0.902667984,2.128458498,2,-0.199019533,-0.199455306,0.836723913,0.673235262
5957,SU,17.3,7,2004,F,0,-1,-0.5,0,n,4.686758893,-0.735177866,1.975790514,2.015810277,2,0.453552282,0.468746994,0.947589473,0.949702143
5959,SU,6,12.1,2004,F,0,-1,-0.5,0,n,5.68083004,-0.929841897,2.375494071,2.692687747,6,1.368026037,1.457714479,0.39909348,1.889920745
5995,SU,11,6.5,2004,M,0,-1,-0.5,,n,5.640316206,-1.068181818,2.286067194,2.610671937,6,1.257221188,1.417408647,0.009299374,1.679562813
6056,SU,2.5,1.2,2004,M,0,-1,-0.5,,n,3.482213439,-0.776679842,1.352766798,0.743083004,6,-1.265925376,-0.729614203,0.830651241,-0.515830191
6058,SU,6.3,16,2004,M,0,-1,-0.5,,n,4.193675889,-0.726284585,1.733695652,1.891304348,6,0.285342511,-0.021804472,0.972647666,0.380224868
6063,SU,18.5,2,2004,M,0,-1,-0.5,,n,4.079051383,-0.539525692,1.769762846,1.356719368,6,-0.436891505,-0.135840484,1.498869709,0.46506536
6069,SU,12,10.5,2004,M,0,-1,-0.5,,n,4.859683794,-0.967391304,1.946146245,2.477272727,6,1.076996433,0.640784082,0.293292223,0.879970231
6091,SU,-0.2,2.6,2004,M,0,-1,-0.5,,n,2.989130435,-0.686758893,1.151185771,0.876482213,3,-1.085700621,-1.220165669,1.08401741,-0.990007187
6166,SU,2.8,18.1,2004,M,1,0,0.5,,n,3.825098814,-0.849802372,1.487648221,1.548418972,6,-0.177901858,-0.388489235,0.624617213,-0.198549995
6170,SU,6.9,8.1,2004,M,1,0,0.5,,n,5.06916996,-1.339920949,1.864624506,2.362648221,3,0.922136644,0.849194725,-0.756367621,0.688207476
6232,SU,4,9,2004,M,1,0,0.5,,n,4.995059289,-1.153162055,1.920948617,1.826086957,2,0.197232631,0.775464544,-0.230145577,0.820698107
6338,SU,7.5,1.2,2004,F,1,0,0.5,0,n,4.311264822,-1.280632411,1.515316206,1.162055336,2,-0.699886147,0.095180747,-0.589313004,-0.133466878
6346,SU,2.3,9.5,2004,F,1,0,0.5,0,n,4.46541502,-0.998023715,1.733695652,1.549407115,1,-0.17656686,0.248539522,0.206980671,0.380224868
6347,SU,13.1,2,2004,F,1,0,0.5,1,n,4.815217391,-1.244071146,1.785573123,1.532608696,2,-0.199261829,0.596545973,-0.48629599,0.502255712
6348,SU,10.5,4.2,2004,F,1,0,0.5,1,n,5.225296443,-1.613636364,1.80583004,1.66798419,4,-0.016367078,1.004519638,-1.527603103,0.549905852
6398,SU,7,10.4,2004,F,1,0,0.5,2,n,5.446640316,-1.616600791,1.915019763,1.425889328,2,-0.343441632,1.224727109,-1.535955834,0.806751725
6458,SU,13.9,7.5,2004,F,1,0,0.5,2,n,4.920948617,-1.581027668,1.669960474,1.519762846,2,-0.216616805,0.701734364,-1.435723064,0.230301259
6495,SU,13,4.5,2004,F,1,0,0.5,0,n,5.764822134,-1.466403162,2.149209486,2.703557312,6,1.382711017,1.54127535,-1.112750804,1.357633823
6506,SU,20.1,3,2004,F,1,0,0.5,0,n,3.293478261,-1.132411067,1.080533597,1.14229249,6,-0.72658611,-0.917380395,-0.171676461,-1.156201576
6508,SU,7.5,14.5,2004,F,1,0,0.5,0,n,3.837944664,-1.601778656,1.118083004,2.242094862,6,0.759266866,-0.375709337,-1.49419218,-1.067874488
6510,SU,4.9,3,2004,M,1,0,0.5,,n,4.714426877,-1.273715415,1.720355731,1.123517787,4,-0.751951076,0.496272928,-0.569823299,0.348845508
6569,SU,3.2,15.7,2004,F,1,0,0.5,1,n,4.095849802,-1.127470356,1.484189723,1.333992095,2,-0.467596463,-0.11912831,-0.157755243,-0.206685385
6834,SU,15.9,3,2004,F,1,0,0.5,1,n,4.964426877,-1.269762846,1.847332016,1.476284585,6,-0.275356725,0.744989403,-0.558686324,0.647530527
6841,SU,9.3,2.3,2004,M,1,0,0.5,,n,4.923913043,-1.665019763,1.62944664,1.757905138,2,0.105117757,0.704683571,-1.672383772,0.13500098
6953,SU,15.6,4,2004,F,1,0,0.5,0,n,5.391304348,-1.322134387,2.03458498,2.65513834,1,1.317296106,1.169675242,-0.706251236,1.088003766
7022,SU,0.7,17.7,2004,M,1,0,0.5,,n,4.336956522,-1.084980237,1.625988142,1.593873518,1,-0.116491941,0.120740543,-0.038032768,0.12686559
7172,SU,19,4,2004,F,1,0,0.5,0,n,4.054347826,-1.25,1.402173913,1.483201581,1,-0.266011738,-0.160417211,-0.503001452,-0.399610339
7247,SU,3.4,4,2004,M,1,0,0.5,,n,4.369565217,-1.280632411,1.544466403,1.089920949,4,-0.797341014,0.153181823,-0.589313004,-0.064897165
7278,SU,11.3,1,2004,F,1,0,0.5,0,n,4.409090909,-1.599802372,1.404644269,1.81916996,2,0.187887644,0.192504585,-1.488623693,-0.393799347
7385,SU,17.1,10.8,2004,M,1,0,0.5,,n,3.217391304,-0.940711462,1.138339921,1.619565217,3,-0.081781989,-0.993076714,0.3684668,-1.020224349
7387,SU,14,5.5,2004,F,1,0,0.5,0,n,5.714426877,-1.46541502,2.124505929,2.882411067,1,1.624345688,1.491138828,-1.109966561,1.299523897
7423,SU,1.8,5.7,2004,F,1,0,0.5,0,n,3.908102767,-1.06916996,1.419466403,1.113636364,1,-0.765301058,-0.305911433,0.00651513,-0.358933391
7553,SU,14,11,2004,F,1,0,0.5,0,n,3.979249012,-1.393280632,1.29298419,2.231225296,2,0.744581886,-0.23513046,-0.906716777,-0.656456212
7575,SU,2.4,12.8,2004,M,1,0,0.5,,n,4.16798419,-1.061264822,1.553359684,1.856719368,2,0.238617575,-0.047364268,0.028789079,-0.043977592
7643,SU,11.4,15,2004,F,1,0,0.5,3,n,3.586956522,-0.954545455,1.316205534,0.968379447,2,-0.961545791,-0.625408881,0.32948739,-0.601832882
7768,SU,20.5,7.5,2004,F,1,0,0.5,1,n,3.16798419,-0.825098814,1.171442688,0.867588933,3,-1.097715605,-1.042230167,0.694223304,-0.942357048
7884,SU,5.3,1.5,2004,F,1,0,0.5,0,n,4.212450593,-1.247035573,1.48270751,0.961462451,1,-0.970890778,-0.00312616,-0.494648721,-0.21017198
7926,SU,6.9,11,2004,F,1,0,0.5,0,n,5.330039526,-1.786561265,1.77173913,3.445652174,1,2.385294652,1.108724959,-2.014845737,0.469714154
8580,SU,20.3,16.8,2004,M,1,0,0.5,,n,1.112648221,-0.268774704,0.421936759,0.608695652,2,-1.447485129,-3.087013834,2.261752461,-2.705412203
10296,SU,20.1,6,2004,M,1,0,0.5,,n,3.692687747,-0.968379447,1.36215415,1.719367589,1,0.053052828,-0.520220491,0.290507979,-0.493748419
5919,SU,10,1,2004,F,0,-1,-0.5,0,n,5.469367589,-0.730237154,2.369565217,1.551383399,1,-0.173896863,1.247337698,0.961510691,1.875974363
5924,SU,-1,17,2004,F,0,-1,-0.5,0,n,4.997035573,-0.335968379,2.330533597,2.054347826,2,0.505617211,0.777430682,2.072423895,1.78416068
6342,SU,-2.5,16.5,2004,F,1,0,0.5,0,n,3.801383399,-1.018774704,1.391304348,3.306324111,6,2.197059908,-0.412082893,0.148511555,-0.425178707
6373,SU,-2,18.5,2004,F,1,0,0.5,0,n,3.699604743,-0.897233202,1.401185771,1.596837945,5,-0.112486947,-0.513339007,0.49097352,-0.401934736
6502,SU,-3,6,2004,F,1,0,0.5,0,n,2.282608696,-0.652173913,0.815217391,0.95256917,6,-0.982905761,-1.923060054,1.181465937,-1.780302181
6526,SU,-3,15.5,2004,F,1,0,0.5,3,n,3.407114625,-0.745059289,1.331027668,0.454545455,6,-1.655744845,-0.804327452,0.919747037,-0.566966926
6760,SU,-3.5,3,2004,F,1,0,0.5,1,n,1.749011858,-0.695652174,0.526679842,0.354743083,1,-1.790579661,-2.453917353,1.058959218,-2.459026116
6954,SU,12.5,14,2004,F,1,0,0.5,0,n,3.73715415,-1.018774704,1.359189723,3.406126482,1,2.331894724,-0.475982383,0.148511555,-0.50072161
7068,SU,1,19,2004,F,1,0,0.5,0,n,3.914031621,-0.792490119,1.560770751,1.286561265,5,-0.531676376,-0.300013019,0.786103343,-0.026544614
8513,SU,-2.5,20,2004,F,1,0,0.5,0,n,2.790513834,-0.526679842,1.131916996,1.086956522,2,-0.801346009,-1.417762552,1.535064876,-1.03533293
6236,KL,1.1,10.5,2005,F,0,-1,-0.5,0,y,4.168972332,-3.42687747,0.371047431,8.309288538,4,1.539814919,0.985189703,-0.318502714,0.724840917
6271,KL,2,7.5,2005,F,0,-1,-0.5,0,y,3.683794466,-4.957509881,-0.636857708,6.23715415,1,0.494280045,0.599016046,-1.807627879,-0.880131274
